Categories,Descriptions,PdDistricts,Months,Day,TimeOfDay,ZipCode,Resolutions
7,25,3,6,1,1,94110,1
8,37,8,1,4,3,94132,0
8,7,8,1,4,3,94132,0
8,37,7,1,2,3,94103,0
8,36,7,1,2,3,94103,0
7,25,8,5,4,3,94132,0
15,39,8,1,2,3,94132,0
15,39,7,1,0,3,94103,0
8,37,8,1,4,0,94132,0
8,7,8,1,4,0,94132,0
15,39,8,1,0,1,94132,0
3,5,7,1,2,0,94103,1
8,9,7,8,1,0,94103,1
7,25,7,1,5,3,94103,0
15,39,0,0,4,0,94134,1
2,25,8,11,0,1,94132,1
7,25,8,11,0,1,94132,1
15,39,8,11,0,1,94132,1
3,25,7,6,3,3,94103,1
8,37,7,11,0,1,94103,0
8,36,7,11,0,1,94103,0
7,25,8,1,0,1,94132,0
8,37,8,1,0,1,94132,0
8,37,8,11,0,1,94132,1
7,25,8,1,3,3,94132,0
8,37,8,11,4,2,94132,0
8,7,8,11,4,2,94132,0
8,37,8,1,6,2,94132,0
8,37,8,1,3,3,94132,0
2,25,8,11,0,1,94132,0
2,25,8,11,0,1,94132,0
7,25,8,11,0,1,94132,0
15,39,8,11,0,1,94132,0
8,36,8,11,4,0,94132,0
8,7,7,11,4,0,94103,0
8,7,8,1,2,3,94132,0
0,3,1,11,0,1,94111,1
8,25,8,11,0,1,94132,1
8,37,8,11,0,1,94132,1
8,25,8,11,3,3,94132,0
8,37,8,11,3,3,94132,0
7,25,8,11,3,3,94132,0
7,25,7,1,4,0,94103,1
8,9,4,1,4,2,94123,1
3,25,4,1,4,2,94123,1
8,9,7,5,5,0,94103,1
3,25,7,5,5,0,94103,1
8,9,7,6,6,3,94103,1
3,25,7,6,6,3,94103,1
8,9,1,1,1,3,94108,1
3,25,1,1,1,3,94108,1
0,4,7,1,3,0,94103,1
10,25,7,1,3,0,94103,1
4,25,1,5,2,0,94111,1
7,25,1,1,1,0,94111,1
3,25,8,11,1,2,94132,0
15,39,8,11,1,2,94132,0
15,39,8,11,3,0,94132,0
8,37,7,11,4,3,94103,0
8,36,8,11,4,0,94132,0
4,29,8,11,4,3,94132,0
15,39,8,11,4,3,94132,0
10,6,2,1,5,0,94134,1
7,25,2,1,5,0,94134,1
8,9,7,1,0,0,94103,1
6,19,5,11,5,0,94114,1
8,31,8,11,1,3,94132,0
8,25,8,11,1,3,94132,0
4,13,7,11,3,3,94103,1
3,25,7,11,0,2,94103,1
8,9,7,5,4,3,94103,1
8,9,4,5,6,3,94109,1
8,25,1,11,0,3,94108,1
8,9,7,7,2,2,94103,1
5,10,7,1,0,3,94105,1
3,25,7,6,3,2,94103,1
3,25,7,5,1,2,94103,1
16,25,8,10,1,3,94132,0
2,30,8,10,1,3,94132,0
15,39,8,10,1,3,94132,0
7,25,7,11,5,0,94103,0
7,25,7,6,5,3,94102,1
8,9,2,8,5,2,94112,1
4,27,7,1,2,3,94103,1
8,9,7,1,1,3,94104,1
5,24,7,1,0,2,94105,1
5,10,7,1,0,2,94105,1
0,4,7,1,6,1,94103,1
8,25,7,10,2,2,94158,0
0,4,4,11,2,3,94102,1
8,25,7,5,0,2,94105,1
8,9,7,11,4,0,94103,1
8,9,7,11,0,0,94103,1
3,25,7,11,0,0,94103,1
8,9,7,11,4,2,94103,1
7,25,7,11,4,2,94103,1
4,13,7,11,2,0,94103,1
8,9,7,5,3,2,94103,1
8,9,7,6,0,3,94103,1
14,32,3,10,4,1,94110,1
8,36,8,10,4,1,94132,0
0,4,8,10,4,2,94132,0
8,25,8,10,4,2,94132,0
0,4,7,11,4,3,94103,1
8,9,7,1,5,3,94103,1
0,3,7,11,6,1,94107,1
4,25,1,11,4,0,94108,1
8,7,8,10,0,1,94132,0
7,25,8,10,2,3,94132,0
7,25,7,0,0,3,94103,1
0,25,7,6,1,3,94103,1
8,9,7,10,0,0,94103,1
7,25,7,11,1,0,94103,1
2,25,8,9,3,1,94132,0
2,30,8,9,3,1,94132,0
8,37,8,9,4,2,94132,0
8,7,8,9,4,2,94132,0
3,25,2,0,1,0,94112,1
7,25,8,9,4,1,94132,1
5,24,7,10,2,0,94103,1
5,10,7,10,2,0,94103,1
3,25,0,10,1,0,94124,1
7,25,7,9,4,1,94103,1
8,9,7,11,4,3,94103,1
4,27,4,10,2,1,94102,1
8,9,7,10,6,2,94103,1
5,24,7,10,1,3,94103,1
12,38,8,2,4,1,94132,0
8,23,8,10,2,0,94132,0
8,9,4,10,5,1,94123,1
15,8,8,2,5,1,94132,0
4,29,8,2,6,2,94132,0
8,25,8,2,0,0,94132,1
14,25,8,2,1,3,94132,1
13,25,9,2,5,0,94102,1
3,5,7,1,3,3,94103,1
8,9,7,9,1,2,94103,1
11,25,7,2,0,2,94103,1
4,27,6,2,6,0,94115,1
8,9,7,6,6,2,94103,1
4,25,3,2,2,1,94110,1
11,18,3,2,2,1,94110,1
8,31,9,2,2,1,94103,0
15,8,9,2,2,1,94103,0
4,27,7,3,2,3,94103,1
1,25,3,3,2,2,94110,0
8,25,3,3,2,2,94110,0
15,39,9,2,2,1,94103,0
0,25,7,2,2,1,94105,0
7,25,7,2,2,1,94105,0
4,27,4,2,2,0,94109,1
7,25,2,2,2,1,94110,1
7,25,2,2,2,1,94110,1
8,25,2,2,2,1,94110,1
7,25,7,2,2,1,94103,1
8,25,0,4,0,3,94124,0
4,13,1,2,2,1,94104,1
4,13,1,2,2,1,94108,1
4,26,1,2,2,1,94108,1
4,27,7,2,2,2,94102,1
14,32,7,2,2,2,94102,1
8,20,7,2,2,2,94102,1
6,25,7,2,2,2,94102,1
5,24,3,2,2,1,94110,1
5,10,3,2,2,1,94110,1
4,27,7,2,2,1,94103,1
13,25,1,2,2,0,94108,1
4,12,4,2,2,0,94117,1
5,25,5,2,2,2,94117,1
5,10,5,2,2,2,94117,1
5,24,8,2,2,1,94116,1
5,10,8,2,2,1,94116,1
5,24,2,2,2,1,94134,1
5,10,2,2,2,1,94134,1
4,13,1,2,2,0,94104,1
14,33,2,2,2,1,94112,1
13,21,7,2,2,1,94102,1
13,22,7,2,2,1,94102,1
14,33,3,2,2,1,94102,1
4,27,7,2,2,1,94103,1
13,22,7,2,2,1,94103,1
4,26,7,2,4,2,94102,1
13,25,7,2,2,0,94105,1
4,13,1,2,2,2,94111,1
11,34,6,2,5,2,94118,1
6,11,6,2,5,2,94118,1
1,25,4,2,2,1,94102,1
4,12,3,10,0,2,94114,1
4,13,8,2,2,2,94112,1
8,20,4,2,0,1,94109,1
6,25,4,2,0,1,94109,1
14,33,0,2,2,1,94158,1
4,25,7,2,2,0,94103,1
4,26,4,2,2,1,94109,1
4,27,6,2,2,1,94118,1
14,25,3,2,0,2,94131,1
8,25,6,2,5,2,94122,1
8,9,8,2,5,3,94116,1
4,13,9,2,2,0,94108,1
9,25,3,2,2,0,94110,1
14,33,3,2,2,0,94110,1
1,25,8,2,1,0,94116,1
8,9,7,11,4,3,94103,1
8,25,7,2,4,3,94105,1
14,32,0,2,5,2,94124,0
8,7,0,2,5,2,94124,0
5,24,2,2,2,3,94134,1
5,10,2,2,2,3,94134,1
4,13,7,2,0,0,94105,1
6,11,1,2,2,0,94108,1
6,11,1,2,2,0,94111,1
14,25,0,4,0,2,94124,1
14,33,0,4,0,2,94124,1
7,25,8,2,2,2,94132,1
3,25,7,2,2,2,94158,1
6,25,1,2,0,2,94104,1
0,4,8,2,3,0,94122,0
14,32,0,2,2,0,94134,1
4,28,4,2,3,3,94109,1
1,25,8,2,0,0,94116,1
6,25,2,2,0,0,94112,1
4,13,8,3,2,0,94122,1
8,23,5,3,2,0,94114,1
4,13,1,3,2,0,94108,1
5,25,7,3,2,0,94105,1
5,10,7,3,2,0,94105,1
0,3,9,4,2,2,94103,0
12,38,9,4,2,2,94103,0
15,39,3,4,1,0,94110,0
11,34,8,4,1,0,94122,1
6,25,3,4,3,0,94110,1
8,25,3,4,1,0,94102,0
4,13,7,4,3,3,94105,1
4,13,1,4,1,2,94111,1
8,31,4,3,2,1,94102,1
0,4,2,3,2,1,94110,0
0,25,2,3,2,1,94110,0
4,27,9,3,2,1,94103,1
0,0,0,3,2,1,94124,0
14,32,1,9,4,2,94111,1
8,9,7,2,1,0,94103,1
14,32,0,2,6,1,94124,1
14,32,4,2,2,2,94109,1
6,25,4,2,2,2,94109,1
10,6,7,2,2,2,94158,0
0,35,7,2,2,2,94158,0
6,19,1,2,4,0,94108,1
4,12,2,2,2,0,94110,1
4,26,7,2,0,0,94130,1
8,20,0,2,2,2,94124,1
14,33,0,2,2,0,94134,1
14,25,1,2,2,1,94104,1
14,32,1,2,2,1,94104,1
13,22,8,2,2,1,94122,1
13,22,8,2,2,0,94122,1
1,25,4,2,2,2,94123,1
14,33,4,2,2,2,94123,1
7,25,1,2,5,0,94108,1
7,25,1,2,5,0,94108,1
0,25,1,2,5,0,94108,1
1,25,5,2,2,1,94114,1
11,34,3,2,5,2,94114,1
7,25,6,2,0,3,94122,1
8,23,8,2,0,0,94116,1
0,3,4,2,2,1,94102,1
8,25,1,6,6,0,94108,1
1,25,4,2,2,2,94102,1
14,25,4,2,2,2,94102,1
13,22,0,2,6,0,94110,1
1,25,7,2,2,3,94103,1
4,25,7,2,1,0,94105,1
3,5,7,2,1,0,94105,1
8,9,4,2,5,2,94117,1
4,27,7,2,4,1,94103,1
8,9,5,1,1,2,94115,1
8,25,3,9,5,2,94110,0
12,38,3,9,5,2,94110,0
13,21,3,9,5,2,94110,0
0,25,8,2,5,3,94116,1
7,25,4,10,6,0,94102,1
4,27,8,2,5,1,94116,1
4,25,7,2,0,1,94105,1
14,32,4,2,1,2,94102,1
14,33,0,2,0,0,94124,1
4,25,3,2,2,2,94103,1
1,25,1,2,2,2,94109,1
13,22,3,2,2,1,94110,1
4,15,3,2,0,1,94110,1
4,28,2,2,2,0,94131,1
4,12,4,2,0,2,94123,1
1,25,2,2,2,0,94110,1
1,25,8,4,2,1,94122,1
7,25,8,9,5,3,94116,0
7,25,8,9,5,3,94116,0
7,25,8,9,5,3,94116,0
7,25,8,9,5,3,94116,0
2,25,8,9,5,3,94116,0
2,25,8,9,5,3,94116,0
6,25,8,9,5,3,94116,0
6,25,8,9,5,3,94116,0
10,25,3,4,2,1,94110,1
11,18,3,4,2,1,94110,1
0,3,3,2,0,1,94110,1
1,25,3,2,5,2,94110,1
14,33,3,2,5,2,94110,1
11,34,1,2,5,2,94104,1
6,11,1,2,5,2,94104,1
8,23,7,10,4,2,94103,1
0,4,1,2,1,3,94108,1
13,25,3,2,0,2,94117,1
14,32,2,2,5,0,94110,1
1,25,3,2,0,0,94117,1
14,33,6,2,0,0,94118,1
4,13,7,2,0,0,94102,1
6,19,4,2,1,0,94123,1
4,26,8,2,0,3,94127,1
0,17,0,2,2,1,94124,1
8,20,3,9,5,1,94103,1
1,25,7,2,6,1,94103,1
7,25,9,3,2,1,94108,0
0,25,1,3,2,1,94104,0
9,25,4,3,3,3,94109,1
6,19,7,2,2,0,94103,1
6,11,7,2,2,0,94103,1
6,19,8,4,4,0,94132,1
5,24,5,4,3,2,94118,1
12,38,9,4,1,0,94102,0
4,13,6,4,1,0,94118,1
7,25,0,4,1,0,94110,1
4,27,7,4,1,0,94102,1
0,3,3,3,3,0,94114,1
8,7,2,3,3,1,94112,0
8,7,4,3,3,1,94102,0
13,21,3,3,2,1,94110,1
11,34,3,3,2,1,94110,1
8,9,7,9,6,3,94103,1
14,32,1,2,2,1,94108,1
14,25,7,2,6,0,94105,1
14,32,7,2,6,0,94105,1
6,25,7,2,2,1,94105,1
7,25,2,2,1,3,94112,1
4,25,8,2,1,1,94122,1
12,38,4,2,4,0,94115,1
4,25,7,2,2,1,94105,1
3,25,7,2,2,1,94105,1
0,3,4,2,6,1,94109,1
0,3,0,2,2,1,94158,1
6,19,7,11,2,2,94103,1
8,9,8,9,6,2,94116,1
3,5,8,9,6,2,94116,1
4,25,4,2,4,0,94117,1
0,25,0,2,4,1,94124,1
4,25,8,10,6,3,94116,0
7,25,8,10,6,3,94116,0
7,25,8,10,6,3,94116,0
7,25,8,10,6,3,94116,0
3,25,2,2,2,2,94112,1
4,26,7,2,0,0,94105,1
0,25,4,2,2,1,94123,1
4,13,6,4,3,0,94118,1
8,9,2,2,0,3,94131,1
5,24,8,2,3,1,94122,1
5,10,8,2,3,1,94122,1
4,25,0,2,4,0,94134,1
13,22,7,9,6,3,94103,1
7,25,5,2,2,2,94115,1
8,25,6,2,2,2,94118,1
8,25,6,2,2,2,94118,1
0,4,6,2,2,1,94122,0
0,25,6,2,2,1,94122,0
0,17,6,2,2,1,94122,0
4,13,6,2,2,1,94118,1
1,25,8,2,4,0,94127,1
6,19,4,2,0,1,94102,1
4,12,0,4,2,1,94158,1
7,25,3,9,5,3,94110,1
4,26,2,2,4,2,94110,1
14,33,7,2,2,3,94103,1
3,5,1,1,4,0,94111,1
11,34,1,2,0,0,94104,1
6,25,4,9,3,2,94109,1
6,19,3,2,4,2,94102,1
6,25,9,2,2,2,94103,1
7,25,3,11,4,3,94110,1
4,25,9,2,6,0,94108,1
6,19,1,4,1,2,94108,1
4,12,3,2,4,3,94110,1
10,6,1,4,1,0,94111,1
0,35,1,4,1,0,94111,1
11,34,1,10,1,2,94109,1
11,34,7,2,4,3,94103,1
4,25,0,2,4,1,94124,1
3,25,6,5,5,3,94122,1
14,25,0,4,1,0,94134,1
14,33,0,4,1,0,94134,1
6,25,0,9,5,0,94134,1
13,21,0,9,5,0,94134,1
11,34,0,9,5,0,94134,1
14,25,5,2,0,2,94117,1
6,25,1,9,1,3,94108,1
4,12,2,2,0,0,94110,1
9,25,3,10,0,1,94102,1
4,27,6,2,6,1,94118,1
4,25,7,4,1,0,94103,1
1,25,3,2,1,3,94110,1
4,25,4,2,3,2,94117,1
4,12,0,2,3,0,94124,1
6,19,3,9,0,1,94110,1
4,12,3,2,0,2,94110,1
5,25,8,4,1,1,94116,1
4,25,7,2,3,3,94105,1
3,5,7,2,3,3,94105,1
10,6,9,4,1,1,94108,1
11,34,9,4,1,1,94108,1
6,1,1,4,5,3,94104,1
8,31,5,3,3,1,94117,1
6,2,5,3,3,1,94117,1
15,39,7,3,3,1,94103,0
0,25,0,3,3,1,94124,0
14,32,0,2,0,1,94124,1
4,29,3,2,1,1,94110,1
10,25,3,2,1,1,94110,1
5,25,3,2,1,1,94110,1
5,10,3,2,1,1,94110,1
13,21,4,2,0,0,94109,1
8,25,0,9,0,0,94134,1
6,25,3,2,2,2,94110,1
8,9,5,2,1,3,94117,1
12,38,7,2,4,2,94105,1
8,25,3,11,5,3,94117,1
4,13,7,2,2,1,94103,1
6,19,3,2,2,1,94110,1
6,19,9,9,0,0,94103,1
7,25,1,9,1,2,94111,1
6,19,4,4,3,1,94102,1
6,19,9,2,0,2,94103,1
13,25,4,2,3,2,94117,1
11,25,4,2,5,1,94109,1
4,28,5,9,5,2,94122,1
6,25,2,2,4,2,94110,1
7,25,3,11,2,3,94114,1
13,22,6,2,3,0,94118,1
8,25,4,2,1,2,94102,1
1,25,3,2,2,2,94110,1
1,25,3,2,4,2,94110,1
4,27,9,2,4,3,94103,1
4,13,1,4,5,2,94111,1
12,38,3,2,2,0,94117,1
7,25,8,2,6,1,94132,0
8,25,7,9,2,2,94103,1
8,20,2,2,1,2,94112,1
8,20,5,2,0,1,94117,1
4,26,1,2,2,1,94104,1
8,23,3,2,3,3,94102,1
11,34,5,4,4,2,94117,1
4,25,1,2,2,0,94104,1
4,26,4,2,5,0,94117,1
5,25,0,4,5,0,94124,1
14,32,2,2,4,0,94110,1
4,14,0,10,4,2,94134,1
8,20,8,2,5,3,94122,1
3,5,3,5,5,0,94131,1
10,25,6,4,0,2,94118,1
11,25,6,4,0,2,94118,1
3,25,8,2,6,1,94127,1
13,25,4,5,6,2,94109,1
8,25,6,2,6,2,94118,0
14,32,7,3,3,1,94102,1
4,13,9,3,2,2,94103,1
1,25,7,3,0,0,94103,1
3,25,4,2,0,3,94115,1
3,25,4,2,3,0,94109,1
8,25,8,2,1,2,94116,1
7,25,3,2,4,0,94110,1
4,26,7,2,5,1,94103,1
8,25,8,2,2,2,94132,1
3,5,8,2,2,2,94132,1
8,25,3,2,2,0,94117,1
0,35,0,2,2,1,94124,1
4,12,7,2,2,1,94158,1
3,5,6,9,5,1,94118,1
4,27,4,2,2,1,94102,1
4,26,1,10,5,3,94111,1
13,25,1,10,5,3,94111,1
4,12,8,9,5,3,94112,1
0,25,8,9,5,3,94112,1
6,1,4,4,6,0,94123,1
11,34,8,10,5,0,94122,1
14,32,6,2,2,2,94122,1
1,25,3,2,4,0,94131,1
8,25,5,2,2,0,94131,1
6,19,5,2,4,3,94131,1
8,25,7,2,6,0,94130,1
10,6,7,2,6,0,94130,1
0,35,2,4,1,0,94112,1
6,2,7,4,1,0,94103,1
4,12,7,4,3,2,94102,1
11,18,3,4,1,0,94114,1
3,5,8,4,4,0,94127,1
6,19,8,4,4,0,94127,1
15,8,0,4,1,0,94124,0
11,34,3,4,3,1,94110,1
6,25,6,4,1,0,94118,1
4,27,8,4,3,0,94116,1
13,25,4,4,2,0,94102,1
8,20,2,2,2,2,94131,1
0,25,3,3,1,2,94110,1
0,3,3,3,1,2,94110,1
1,25,7,4,4,0,94105,1
8,20,5,2,0,2,94117,1
4,13,1,4,6,1,94111,1
8,7,3,3,1,0,94110,0
10,25,4,4,2,1,94115,1
8,25,0,3,1,0,94124,1
13,21,4,4,1,0,94102,1
0,25,2,4,1,0,94112,0
0,25,2,4,1,0,94112,0
2,25,9,3,1,0,94103,0
2,25,9,3,1,0,94103,0
8,31,0,6,3,2,94124,0
14,32,5,6,2,0,94131,1
6,19,8,6,3,2,94112,1
1,25,2,6,6,1,94127,1
4,27,2,6,6,1,94127,1
8,23,3,6,3,3,94110,1
1,25,0,2,0,1,94158,1
8,9,8,2,4,2,94122,1
8,9,2,2,4,0,94112,1
0,3,4,2,6,3,94109,1
4,27,0,4,1,2,94158,1
6,25,2,4,1,0,94110,1
0,35,3,4,1,1,94110,1
2,25,9,3,1,0,94103,0
4,27,7,3,1,2,94103,1
14,32,3,6,2,3,94110,1
15,39,4,6,3,2,94117,0
4,26,7,6,3,2,94104,1
7,25,3,6,3,3,94114,1
7,25,3,6,3,3,94114,1
9,25,3,6,3,3,94114,1
0,25,1,4,4,1,94109,0
8,25,1,4,4,1,94109,0
4,13,1,4,0,2,94111,1
14,32,2,2,2,2,94131,1
4,27,4,4,4,0,94123,1
4,12,4,2,0,0,94102,1
0,17,7,4,0,2,94103,1
13,22,7,4,0,2,94103,1
5,24,0,9,3,0,94107,1
1,25,3,4,3,1,94114,1
4,25,3,4,3,1,94114,1
6,25,5,3,1,1,94117,1
0,3,0,3,1,1,94158,1
7,25,3,3,1,0,94110,0
16,25,3,3,1,0,94110,0
6,2,7,3,1,1,94103,1
8,7,6,3,1,1,94115,0
13,21,4,3,1,1,94109,1
13,22,7,3,1,1,94102,1
4,13,1,3,1,1,94104,1
11,34,1,3,5,3,94108,1
4,12,1,3,1,2,94108,1
1,25,6,3,1,0,94118,1
4,12,9,3,1,1,94108,1
14,32,3,3,1,0,94110,1
6,1,6,3,5,2,94118,1
4,26,7,2,0,3,94103,1
0,25,2,6,6,2,94110,1
16,25,0,4,0,1,94124,1
16,25,0,4,0,1,94124,1
4,26,3,4,5,2,94102,1
8,25,7,3,5,0,94103,0
14,33,7,3,5,0,94103,0
8,23,0,2,5,2,94124,1
11,34,7,2,3,2,94102,1
3,5,4,2,2,3,94109,1
7,25,2,3,5,2,94112,0
8,25,2,3,5,2,94112,0
15,8,7,3,5,1,94103,0
8,25,3,6,3,2,94110,1
15,39,3,6,3,2,94110,1
6,19,3,6,0,1,94114,1
2,30,3,6,3,2,94103,0
0,25,8,6,3,2,94132,0
8,25,1,6,3,2,94111,1
6,11,6,6,3,2,94118,1
7,25,0,11,4,3,94158,1
4,12,5,9,5,2,94117,1
5,24,7,1,4,3,94103,1
14,32,7,4,2,2,94102,1
6,19,1,9,6,1,94104,1
8,25,6,8,5,3,94118,1
8,25,6,8,5,3,94118,1
4,13,7,3,5,1,94103,1
4,25,5,3,5,1,94117,1
0,25,2,3,5,1,94112,1
4,12,3,3,2,2,94110,1
10,6,3,3,2,2,94110,1
13,25,3,3,2,2,94110,1
1,25,5,3,6,3,94114,1
9,25,3,6,3,2,94110,1
1,25,4,4,4,3,94109,1
8,9,0,2,2,2,94158,1
14,25,3,9,4,2,94102,1
8,9,4,2,4,2,94123,1
4,13,4,2,0,0,94109,1
13,22,4,2,0,0,94109,1
8,9,8,3,3,0,94122,1
6,25,0,3,6,2,94124,1
6,11,3,3,6,2,94110,1
14,33,6,3,3,1,94118,1
7,25,0,4,3,1,94134,1
4,27,2,3,1,1,94134,1
4,25,3,10,5,2,94110,1
7,25,3,10,5,2,94110,1
8,20,6,4,2,2,94115,1
8,25,8,4,0,3,94122,1
6,1,9,3,6,0,94102,1
7,25,0,3,6,0,94134,1
11,18,9,3,6,0,94108,1
7,25,7,3,6,0,94102,1
4,26,3,3,1,0,94131,1
6,2,9,3,6,0,94103,1
8,25,7,2,0,2,94103,1
0,4,1,2,5,3,94111,1
12,38,3,2,6,3,94114,1
8,20,6,2,3,2,94122,1
6,19,7,0,3,2,94104,1
7,25,8,2,1,3,94122,1
8,25,8,2,1,3,94122,1
10,6,8,2,1,3,94122,1
14,25,1,4,0,0,94108,1
15,8,7,4,1,1,94103,0
8,37,7,4,1,1,94103,0
8,7,7,4,1,1,94103,0
7,25,5,4,1,1,94117,1
6,2,0,4,1,1,94110,1
7,25,3,4,1,1,94110,1
11,34,3,4,1,0,94110,1
4,25,1,4,3,0,94109,1
6,11,7,4,1,1,94103,1
0,25,5,4,1,1,94117,0
7,25,8,2,0,1,94116,1
7,25,8,2,0,1,94116,1
6,2,8,2,0,1,94116,1
4,26,8,4,3,0,94122,1
8,25,8,4,3,0,94122,1
13,25,8,4,2,1,94116,1
0,0,3,2,3,3,94110,1
11,34,3,2,3,3,94110,1
6,19,3,2,3,3,94110,1
4,12,3,2,3,2,94110,1
1,25,4,4,3,3,94115,1
7,25,7,3,2,3,94103,1
3,25,8,2,5,2,94122,1
6,19,0,2,6,0,94107,1
11,34,1,2,2,0,94104,1
11,25,7,9,5,2,94103,1
8,25,4,1,0,1,94115,1
8,9,4,1,0,1,94115,1
8,9,2,2,2,2,94110,1
14,25,1,2,2,2,94111,1
8,9,6,2,0,3,94118,1
8,25,5,2,0,2,94122,1
8,25,5,2,1,0,94114,1
3,25,3,4,0,3,94110,1
11,34,5,10,0,2,94114,1
6,1,5,4,1,1,94117,0
11,18,7,4,1,1,94103,1
8,9,6,4,1,1,94118,1
0,0,7,4,5,3,94105,1
6,2,3,4,5,3,94110,1
6,2,7,3,6,0,94103,1
6,11,1,3,6,0,94108,1
8,23,0,3,6,0,94124,1
0,3,2,3,6,0,94112,1
8,36,0,3,6,0,94124,0
3,25,6,2,4,3,94118,1
4,26,1,3,5,2,94104,1
13,25,5,3,6,2,94117,1
8,7,7,3,6,1,94103,0
1,25,4,2,2,1,94115,1
6,2,1,3,4,2,94111,1
13,21,5,3,6,0,94118,1
1,25,8,3,4,1,94122,1
6,11,8,3,4,1,94122,1
15,39,7,3,4,2,94103,0
11,34,4,9,6,3,94102,1
8,9,2,10,6,3,94127,1
11,34,4,2,1,1,94109,1
0,4,8,2,6,3,94132,0
0,25,8,2,6,3,94132,0
10,6,3,3,4,0,94110,0
8,25,3,3,1,3,94110,1
8,36,3,3,4,0,94114,0
2,30,7,4,5,3,94103,0
9,25,3,4,5,3,94110,1
4,13,3,4,5,3,94110,1
14,32,8,4,1,0,94116,1
9,25,4,4,1,3,94123,1
0,35,4,4,1,3,94123,1
14,32,0,4,1,1,94134,1
8,7,0,3,4,1,94124,0
11,34,0,9,2,3,94134,1
1,25,0,2,2,2,94134,1
14,32,6,4,3,2,94118,1
14,33,3,4,6,0,94110,1
14,32,4,3,0,0,94102,1
13,21,7,2,2,2,94105,1
4,27,7,2,2,1,94103,1
5,24,3,2,6,2,94131,1
5,10,3,2,6,2,94131,1
6,25,3,2,6,2,94131,1
14,25,5,4,1,1,94117,1
14,32,7,4,5,3,94103,1
0,35,7,4,1,0,94103,1
9,25,3,3,0,0,94102,1
12,38,1,3,0,2,94104,0
6,25,8,6,3,0,94116,1
8,23,8,6,3,0,94116,1
4,26,7,6,3,0,94103,1
4,29,7,6,5,0,94104,1
7,25,7,6,5,0,94104,1
14,33,1,2,4,0,94111,1
1,25,6,2,3,1,94118,0
7,25,6,2,3,1,94118,0
11,34,3,2,1,3,94110,1
4,15,5,2,4,0,94117,1
8,20,5,2,4,0,94117,1
4,26,7,2,4,2,94103,1
0,3,4,3,2,1,94109,1
10,25,2,3,0,0,94112,1
8,23,2,3,0,0,94127,1
6,19,6,2,0,0,94118,1
1,25,3,2,5,3,94110,1
7,25,8,2,2,3,94116,1
7,25,8,2,2,3,94116,1
8,25,9,2,4,0,94103,1
7,25,9,2,4,0,94103,1
3,25,9,2,4,0,94103,1
6,2,7,3,0,0,94103,1
2,25,3,3,0,1,94110,0
6,11,4,3,0,1,94102,1
8,25,5,4,5,2,94114,0
6,25,5,4,0,0,94117,1
6,2,7,4,5,2,94103,1
7,25,3,4,5,2,94110,1
4,25,9,4,5,2,94103,1
14,32,5,4,1,1,94115,1
6,2,4,3,2,3,94102,1
0,3,4,3,2,3,94123,1
0,3,7,3,2,3,94103,1
8,25,7,3,2,3,94105,0
8,31,7,3,2,3,94105,0
0,3,7,2,6,2,94105,1
0,3,2,3,2,3,94112,0
0,25,2,3,2,3,94112,0
0,4,0,3,2,3,94124,0
9,25,1,6,3,1,94109,0
15,39,1,6,3,1,94109,0
13,22,8,6,2,1,94116,1
9,25,0,6,3,1,94124,1
4,28,1,6,3,1,94111,1
4,27,1,6,3,1,94111,1
4,13,7,6,3,1,94103,0
7,25,0,4,4,1,94134,1
8,25,0,4,4,1,94134,1
1,25,1,2,0,2,94108,1
8,9,4,10,1,3,94109,1
0,25,3,3,2,3,94114,1
9,25,3,3,2,3,94110,1
6,25,8,3,0,0,94132,1
11,34,1,9,5,2,94109,1
3,25,9,9,1,0,94102,1
8,9,1,2,1,0,94108,1
4,12,6,2,5,2,94118,1
8,9,2,9,2,3,94112,1
14,33,2,2,2,1,94110,1
1,25,1,2,4,3,94108,1
7,25,0,9,5,0,94134,1
4,25,1,3,0,0,94108,1
13,21,7,3,2,2,94130,1
6,11,8,3,2,2,94122,1
9,25,2,6,3,1,94112,0
0,0,2,6,3,1,94112,0
7,25,2,6,3,1,94112,0
8,31,2,6,3,1,94112,0
12,38,3,6,3,1,94110,1
6,11,3,6,3,1,94110,1
9,25,4,6,3,1,94109,1
8,25,2,2,4,0,94112,1
14,32,0,9,2,2,94124,1
3,25,9,2,5,2,94103,1
11,34,0,5,4,3,94124,1
8,9,4,2,1,0,94102,1
6,19,1,1,2,2,94109,1
4,26,8,1,4,0,94116,1
1,25,8,9,3,1,94122,1
8,25,6,2,3,2,94122,1
9,25,4,4,6,1,94123,0
0,4,4,4,6,1,94123,0
3,25,9,2,4,3,94108,1
0,25,3,5,2,3,94110,1
1,25,6,9,6,2,94118,1
14,33,1,2,2,0,94104,1
8,20,2,9,2,3,94110,1
8,9,6,2,5,3,94118,1
3,25,6,2,5,3,94118,1
6,19,0,9,0,0,94107,1
4,29,8,2,2,2,94132,0
7,25,8,2,2,2,94132,0
3,5,6,9,5,3,94118,1
8,9,2,2,4,0,94112,1
8,9,2,9,2,2,94110,1
11,34,3,9,5,3,94114,1
5,24,0,10,3,0,94107,1
4,26,8,2,2,0,94122,1
1,25,5,2,1,0,94117,1
9,25,3,10,0,1,94102,1
1,25,7,2,3,3,94103,1
4,26,7,2,3,3,94103,1
